Title,Location,Price,Area,Rooms,Interior
Apartment Apollolaan,            1077 AC Amsterdam (Apollobuurt)        ,"                €2,650 per month            ",107 m²,4 rooms,Upholstered
Apartment Marius Bauerstraat 30 K2,            1062 AR Amsterdam (Overtoomse Veld)        ,"                €1,510 per month            ",55 m²,3 rooms,Upholstered
Apartment Albert Cuypstraat 143 3,            1072 CS Amsterdam (Oude Pijp)        ,"                €3,000 per month            ",53 m²,2 rooms,Furnished
Apartment Koopvaardersplantsoen,            1034 KE Amsterdam (Banne Buiksloot)        ,"                €2,250 per month            ",115 m²,3 rooms,Furnished
Apartment Linnaeusstraat,            1092 CK Amsterdam (Oosterparkbuurt)        ,"                €3,475 per month            ",153 m²,5 rooms,Furnished
Apartment Eerste Egelantiersdwarsstraat,            1015 RW Amsterdam (Jordaan)        ,"                €2,175 per month            ",46 m²,2 rooms,None
Apartment Eerste Egelantiersdwarsstraat,            1015 RW Amsterdam (Jordaan)        ,"                €2,175 per month            ",46 m²,2 rooms,None
Apartment Westerstraat 121 H,            1015 LZ Amsterdam (Jordaan)        ,"                €1,950 per month            ",51 m²,2 rooms,None
Studio August Allebéplein,            1062 AC Amsterdam (Overtoomse Veld)        ,                €673 per month            ,30 m²,1 room,Upholstered
Apartment Prinsengracht,            1016 GV Amsterdam (Grachtengordel-West)        ,"                €3,950 per month            ",100 m²,3 rooms,Upholstered or furnished
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Vondelstraat 68 3,            1054 GG Amsterdam (Vondelbuurt)        ,"                €4,500 per month            ",127 m²,3 rooms,Furnished
Apartment Korsjespoortsteeg 18 1,            1015 AR Amsterdam (Grachtengordel-West)        ,"                €1,500 per month            ",35 m²,1 room,None
Apartment Gerard Doustraat,            1073 VW Amsterdam (Oude Pijp)        ,"                €2,700 per month            ",74 m²,2 rooms,Upholstered
Apartment Teilingen,            1082 JR Amsterdam (Buitenveldert-West)        ,"                €2,750 per month            ",130 m²,4 rooms,Upholstered or furnished
Apartment Teilingen,            1082 JR Amsterdam (Buitenveldert-West)        ,"                €2,450 per month            ",130 m²,3 rooms,Upholstered or furnished
Apartment Beysterveld 189,            1083 KD Amsterdam (Buitenveldert-Oost)        ,"                €7,500 per month            ",195 m²,4 rooms,None
Apartment Westerstraat 121 2,            1015 LZ Amsterdam (Jordaan)        ,"                €2,400 per month            ",74 m²,2 rooms,None
Apartment NDSM-kade,            1033 PG Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,654 per month            ",129 m²,4 rooms,Upholstered
Apartment Uiterwaardenstraat,            1079 BS Amsterdam (Rijnbuurt)        ,"                €1,750 per month            ",56 m²,2 rooms,None
Apartment Stromarkt,            1012 SW Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,350 per month            ",65 m²,2 rooms,Furnished
House Herengracht 294,            1016 BX Amsterdam (Grachtengordel-West)        ,"                €4,950 per month            ",240 m²,10 rooms,None
Apartment Van Leijenberghlaan 4 K,            1082 GM Amsterdam (Buitenveldert-West)        ,"                €2,950 per month            ",120 m²,3 rooms,Furnished
Apartment Teilingen,            1082 JS Amsterdam (Buitenveldert-West)        ,"                €5,500 per month            ",262 m²,3 rooms,Furnished
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Beulingstraat,            1017 BA Amsterdam (Grachtengordel-Zuid)        ,"                €3,300 per month            ",120 m²,3 rooms,None
Apartment Tourniairestraat,            1065 KK Amsterdam (Slotervaart Zuid)        ,                €345 per month            ,13 m²,1 room,Upholstered
Apartment Tourniairestraat,            1065 KK Amsterdam (Slotervaart Zuid)        ,                €440 per month            ,20 m²,1 room,Upholstered
Apartment Duivendrechtsekade,            1096 AH Amsterdam (Omval/Overamstel)        ,                €440 per month            ,18 m²,1 room,Furnished
Apartment Vossiusstraat,            1071 AD Amsterdam (Museumkwartier)        ,"                €2,800 per month            ",80 m²,3 rooms,Upholstered
Apartment Voorsteven 92,            1034 SP Amsterdam (Banne Buiksloot)        ,"                €2,650 per month            ",95 m²,4 rooms,Upholstered or furnished
Apartment Domela Nieuwenhuisstraat,            1069 SR Amsterdam (Osdorp-Midden)        ,"                €2,500 per month            ",100 m²,4 rooms,Furnished
Apartment Stadhouderskade 18 B,            1054 ES Amsterdam (Vondelbuurt)        ,"                €6,450 per month            ",210 m²,6 rooms,Upholstered
Apartment Javakade,            1019 RV Amsterdam (Oostelijk Havengebied)        ,"                €2,150 per month            ",114 m²,3 rooms,Upholstered
Apartment Amstelveenseweg,            1075 XL Amsterdam (Schinkelbuurt)        ,"                €1,950 per month            ",82 m²,2 rooms,Furnished
Apartment Stadionweg,            1077 ST Amsterdam (Apollobuurt)        ,"                €2,700 per month            ",120 m²,3 rooms,Upholstered or furnished
Apartment John Blankensteinstraat,            1095 MB Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €2,500 per month            ",105 m²,5 rooms,Upholstered
Apartment Wolbrantskerkweg,            1069 DA Amsterdam (Osdorp-Midden)        ,"                €2,200 per month            ",132 m²,5 rooms,Upholstered
Studio Elizabeth Cady Stantonplein,"            1102 BL Amsterdam (Bijlmer Centrum (D,F,H))        ",                €655 per month            ,30 m²,1 room,Upholstered
Apartment Tasmanstraat 3,            1013 PW Amsterdam (Houthavens)        ,"                €2,150 per month            ",100 m²,4 rooms,Furnished
Apartment Ditlaar,            1066 EE Amsterdam (Sloter-/Riekerpolder)        ,"                €1,550 per month            ",40 m²,1 room,Furnished
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Koningin Wilhelminaplein,            1062 KS Amsterdam (Westlandgracht)        ,"                €2,050 per month            ",90 m²,3 rooms,Furnished
Apartment IJdok,            1013 MM Amsterdam (Haarlemmerbuurt)        ,"                €2,550 per month            ",55 m²,2 rooms,Upholstered or furnished
Apartment Amstelveenseweg,            1075 XL Amsterdam (Schinkelbuurt)        ,"                €2,150 per month            ",70 m²,3 rooms,Upholstered or furnished
Apartment Koningin Wilhelminaplein,            1062 KS Amsterdam (Westlandgracht)        ,"                €2,150 per month            ",105 m²,4 rooms,Furnished
Apartment Koningin Wilhelminaplein,            1062 KS Amsterdam (Westlandgracht)        ,"                €1,850 per month            ",90 m²,3 rooms,Furnished
Apartment Lange Leidsedwarsstraat 147,            1017 NK Amsterdam (De Weteringschans)        ,"                €2,250 per month            ",115 m²,4 rooms,Upholstered
Apartment Rijnstraat 121 3,            1079 HB Amsterdam (Rijnbuurt)        ,"                €1,850 per month            ",75 m²,4 rooms,None
Apartment Groenhoven 210,"            1103 LD Amsterdam (Bijlmer Oost (E,G,K))        ","                €1,450 per month            ",53 m²,2 rooms,None
Apartment Westerstraat 242 III,            1015 MT Amsterdam (Jordaan)        ,"                €1,850 per month            ",45 m²,2 rooms,Upholstered
Apartment Van Spilbergenstraat,            1057 RN Amsterdam (Hoofdweg e.o.)        ,"                €1,725 per month            ",50 m²,3 rooms,None
Apartment Vechtstraat,            1078 RE Amsterdam (IJselbuurt)        ,"                €1,600 per month            ",62 m²,3 rooms,None
Apartment Brederodestraat,            1054 MX Amsterdam (Helmersbuurt)        ,"                €1,750 per month            ",50 m²,2 rooms,None
Apartment Frieslandstraat 1,            1082 TK Amsterdam (Buitenveldert-West)        ,"                €1,750 per month            ",55 m²,3 rooms,Upholstered or furnished
Apartment Bloemstraat,            1016 KX Amsterdam (Jordaan)        ,"                €2,450 per month            ",80 m²,3 rooms,Furnished
Apartment Frederiksstraat 13 3,            1054 LA Amsterdam (Overtoomse Sluis)        ,"                €2,350 per month            ",70 m²,3 rooms,Furnished
Apartment Prinsengracht,            1017 LB Amsterdam (De Weteringschans)        ,"                €5,000 per month            ",185 m²,4 rooms,Upholstered
Apartment Leksmondhof,            1108 EP Amsterdam (Nellestein)        ,"                €1,700 per month            ",73 m²,2 rooms,Furnished
Apartment Kinkerstraat 332 3,            1053 GD Amsterdam (Kinkerbuurt)        ,"                €1,950 per month            ",60 m²,3 rooms,Furnished
Apartment Herengracht 579 1-S,            1017 CD Amsterdam (Grachtengordel-Zuid)        ,"                €1,950 per month            ",51 m²,2 rooms,Upholstered or furnished
House Keizersgracht 808 T,            1017 ED Amsterdam (Grachtengordel-Zuid)        ,"                €1,900 per month            ",70 m²,3 rooms,Furnished
House Leidsegracht,            1017 NA Amsterdam (Grachtengordel-Zuid)        ,"                €6,500 per month            ",309 m²,7 rooms,None
Apartment Weissenbruchstraat 29 3,            1058 KL Amsterdam (Hoofddorppleinbuurt)        ,"                €1,375 per month            ",35 m²,2 rooms,None
Apartment Suikerbakkerssteeg 6 B,            1012 PW Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €1,550 per month            ",46 m²,2 rooms,Furnished
Apartment Omval,            1096 AA Amsterdam (Omval/Overamstel)        ,"                €2,250 per month            ",97 m²,3 rooms,Upholstered
Apartment Apollolaan 79 I,            1077 AK Amsterdam (Apollobuurt)        ,"                €2,850 per month            ",125 m²,4 rooms,None
Apartment Marjoleinstraat 81,            1034 DS Amsterdam (Banne Buiksloot)        ,"                €1,500 per month            ",70 m²,3 rooms,Furnished
Apartment Roerstraat 92 1,            1078 LT Amsterdam (Scheldebuurt)        ,"                €1,875 per month            ",92 m²,4 rooms,None
Apartment Marcantilaan 440,            1051 MK Amsterdam (Centrale Markt)        ,"                €2,250 per month            ",80 m²,3 rooms,Furnished
Apartment Groenendaalstraat 45 I,            1058 LE Amsterdam (Hoofddorppleinbuurt)        ,"                €1,500 per month            ",50 m²,2 rooms,None
Apartment Rhijnvis Feithstraat 31 H,            1054 TV Amsterdam (Overtoomse Sluis)        ,"                €3,250 per month            ",108 m²,4 rooms,Upholstered
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Amstelveenseweg 118 3,            1075 XL Amsterdam (Schinkelbuurt)        ,"                €1,750 per month            ",60 m²,2 rooms,Furnished
Apartment Hofmeyrstraat 17 A,            1091 LV Amsterdam (Transvaalbuurt)        ,"                €1,625 per month            ",50 m²,2 rooms,Furnished
Apartment Saenredamstraat 68 A,            1072 CJ Amsterdam (Oude Pijp)        ,"                €1,950 per month            ",65 m²,3 rooms,None
Apartment Van Eeghenstraat 121 C,            1071 GA Amsterdam (Museumkwartier)        ,"                €2,800 per month            ",80 m²,3 rooms,Furnished
Apartment J.J. Cremerplein,            1054 TL Amsterdam (Overtoomse Sluis)        ,"                €2,850 per month            ",96 m²,3 rooms,Furnished
Apartment Overtoom 435 II,            1054 KE Amsterdam (Overtoomse Sluis)        ,"                €1,750 per month            ",63 m²,3 rooms,Upholstered
Apartment Wilhelminastraat 129 D,            1054 WB Amsterdam (Overtoomse Sluis)        ,"                €2,650 per month            ",60 m²,3 rooms,Upholstered
Apartment Grevelingenstraat 13 I,            1078 KM Amsterdam (Scheldebuurt)        ,"                €1,675 per month            ",74 m²,2 rooms,Upholstered
Apartment Koninginneweg 195 2,            1075 CR Amsterdam (Willemspark)        ,"                €2,850 per month            ",72 m²,3 rooms,Furnished
Apartment Singel,            1012 VC Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €1,650 per month            ",60 m²,3 rooms,Upholstered or furnished
Apartment Postjeskade 69 B,            1058 DH Amsterdam (Westindische Buurt)        ,"                €1,900 per month            ",70 m²,3 rooms,Upholstered
Apartment Montelbaanstraat 1 II,            1011 EE Amsterdam (Nieuwmarkt/Lastage)        ,"                €1,650 per month            ",46 m²,3 rooms,Upholstered
Apartment Tweede Jan Steenstraat 56 2,            1074 CP Amsterdam (Oude Pijp)        ,"                €2,000 per month            ",58 m²,3 rooms,Upholstered or furnished
Apartment Pretoriusstraat,            1092 EZ Amsterdam (Transvaalbuurt)        ,"                €1,650 per month            ",68 m²,3 rooms,None
Apartment Wilhelminastraat 213 3,            1054 WG Amsterdam (Overtoomse Sluis)        ,"                €1,950 per month            ",60 m²,3 rooms,Furnished
Apartment Derde Helmersstraat 15 H,            1054 AZ Amsterdam (Helmersbuurt)        ,"                €3,850 per month            ",125 m²,4 rooms,Furnished
Apartment Kostverlorenstraat,            1052 GS Amsterdam (Frederik Hendrikbuurt)        ,"                €2,750 per month            ",98 m²,4 rooms,Furnished
Apartment Kea Boumanstraat 148 C,            1095 MA Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €2,300 per month            ",120 m²,3 rooms,Upholstered
Apartment Beethovenstraat 82 3,            1077 JM Amsterdam (Apollobuurt)        ,"                €2,135 per month            ",100 m²,4 rooms,Shell
Apartment Watteaustraat 20 2,            1077 ZM Amsterdam (Apollobuurt)        ,"                €3,000 per month            ",120 m²,4 rooms,Upholstered
Apartment Van Kinsbergenstraat,            1057 PT Amsterdam (Chassébuurt)        ,"                €1,850 per month            ",73 m²,3 rooms,Furnished
Apartment Blauwburgwal,            1015 AT Amsterdam (Grachtengordel-West)        ,"                €1,500 per month            ",48 m²,2 rooms,Furnished
Apartment Pieter Oosterhuisstraat,            1087 HT Amsterdam (IJburg Zuid)        ,"                €1,950 per month            ",93 m²,3 rooms,Furnished
Apartment Prins Hendrikkade,            1011 AH Amsterdam (Nieuwmarkt/Lastage)        ,"                €1,350 per month            ",35 m²,1 room,None
Apartment Banne Buikslootlaan 117 E,            1034 AC Amsterdam (Banne Buiksloot)        ,"                €1,750 per month            ",60 m²,2 rooms,Furnished
Apartment Prins Hendriklaan 12 B,            1075 BB Amsterdam (Willemspark)        ,"                €2,500 per month            ",90 m²,2 rooms,Upholstered
Apartment Gustav Mahlerlaan 543 E,            1082 MK Amsterdam (Zuidas)        ,"                €2,350 per month            ",67 m²,2 rooms,Furnished
Apartment Gerard Doustraat 1 B2,            1072 VG Amsterdam (Oude Pijp)        ,"                €1,795 per month            ",60 m²,2 rooms,Furnished
Apartment Ferdinand Bolstraat 426,            1072 ME Amsterdam (Nieuwe Pijp)        ,"                €2,495 per month            ",100 m²,5 rooms,Upholstered or furnished
Apartment Keizersgracht 211 2,            1016 DT Amsterdam (Grachtengordel-West)        ,"                €2,500 per month            ",70 m²,2 rooms,Furnished
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Dintelstraat 61,            1078 VR Amsterdam (Scheldebuurt)        ,"                €2,100 per month            ",78 m²,3 rooms,Furnished
Apartment Galjootstraat 144,            1086 VE Amsterdam (IJburg West)        ,"                €1,800 per month            ",78 m²,3 rooms,Furnished
Apartment Burmanstraat 45,            1091 SH Amsterdam (Weesperzijde)        ,"                €1,650 per month            ",47 m²,2 rooms,Upholstered
Apartment Nicolaas Witsenstraat 3 1,            1017 ZE Amsterdam (De Weteringschans)        ,"                €2,450 per month            ",59 m²,3 rooms,Shell
Apartment Haparandaweg 774,            1013 BD Amsterdam (Houthavens)        ,"                €2,600 per month            ",105 m²,3 rooms,Furnished
Apartment Eerste Helmersstraat 35 2,            1054 CZ Amsterdam (Helmersbuurt)        ,"                €1,795 per month            ",58 m²,3 rooms,Furnished
Apartment Van Breestraat,            1071 ZG Amsterdam (Museumkwartier)        ,"                €2,350 per month            ",70 m²,3 rooms,None
Apartment Emmalaan 19 B,            1075 AT Amsterdam (Willemspark)        ,"                €2,950 per month            ",90 m²,3 rooms,None
Apartment Assendelftstraat 59,            1013 SN Amsterdam (Spaarndammer- en Zeeheldenbuurt)        ,"                €1,850 per month            ",80 m²,4 rooms,Furnished
House Henriëtte Bosmansstraat 38,            1077 XJ Amsterdam (Prinses Irenebuurt e.o.)        ,"                €7,500 per month            ",220 m²,7 rooms,Upholstered
Apartment Hondecoeterstraat,            1071 LP Amsterdam (Museumkwartier)        ,"                €7,000 per month            ",172 m²,5 rooms,Furnished
Apartment Van Spilbergenstraat,            1057 RN Amsterdam (Hoofdweg e.o.)        ,"                €1,635 per month            ",50 m²,3 rooms,None
Apartment Van Eeghenstraat 151 1,            1071 GB Amsterdam (Museumkwartier)        ,"                €3,150 per month            ",120 m²,4 rooms,Upholstered
Apartment Rondeel 40,            1083 ME Amsterdam (Buitenveldert-Oost)        ,"                €1,900 per month            ",100 m²,3 rooms,Furnished
Apartment Pieter Nieuwlandstraat 28 A,            1093 XR Amsterdam (Dapperbuurt)        ,"                €1,950 per month            ",65 m²,3 rooms,Furnished
Apartment Keizersgracht 153 I,            1015 CL Amsterdam (Grachtengordel-West)        ,"                €2,350 per month            ",80 m²,2 rooms,Furnished
Apartment Harry Koningsbergerstraat 192,            1063 AH Amsterdam (Slotermeer-Noordoost)        ,"                €1,625 per month            ",48 m²,2 rooms,Furnished
Apartment Waterkeringweg,            1051 NZ Amsterdam (Centrale Markt)        ,"                €2,150 per month            ",75 m²,3 rooms,None
Apartment Hoofdweg 40 2,            1058 BD Amsterdam (Westindische Buurt)        ,"                €1,850 per month            ",70 m²,2 rooms,None
Apartment Silodam,            1013 AS Amsterdam (Houthavens)        ,"                €2,250 per month            ",82 m²,3 rooms,Furnished
Apartment Haarlemmerweg,            1051 NV Amsterdam (Centrale Markt)        ,"                €2,500 per month            ",119 m²,4 rooms,Upholstered
Apartment Amstelveenseweg 198 I,            1075 XS Amsterdam (Schinkelbuurt)        ,"                €2,450 per month            ",75 m²,3 rooms,Upholstered
Apartment Beethovenstraat 143 III,            1077 JC Amsterdam (Prinses Irenebuurt e.o.)        ,"                €1,850 per month            ",75 m²,3 rooms,Upholstered
Apartment Beulingstraat 4 A,            1017 BA Amsterdam (Grachtengordel-Zuid)        ,"                €1,975 per month            ",80 m²,2 rooms,Furnished
Apartment Brouwersgracht,            1013 HG Amsterdam (Haarlemmerbuurt)        ,"                €3,000 per month            ",112 m²,2 rooms,Upholstered
Apartment Karperweg 9 II,            1075 LA Amsterdam (Schinkelbuurt)        ,"                €2,500 per month            ",81 m²,2 rooms,Upholstered or furnished
Apartment Willemsparkweg 190 H,            1071 HV Amsterdam (Museumkwartier)        ,"                €7,000 per month            ",262 m²,7 rooms,Furnished
House Amstelbeststraat 4,            1096 GD Amsterdam (Omval/Overamstel)        ,"                €8,750 per month            ",324 m²,7 rooms,Furnished
Apartment Admiraal De Ruijterweg 43 2,            1057 JV Amsterdam (Chassébuurt)        ,"                €2,750 per month            ",130 m²,3 rooms,Upholstered
Apartment Keizersgracht,            1017 EH Amsterdam (Grachtengordel-Zuid)        ,"                €3,400 per month            ",110 m²,3 rooms,Upholstered
